code,genus,species,common.name,code.messy,tax.messy.level
EREOCC,Erebia,occulta,Eskimo Alpine,SF-SATY,SUBFAMILY
EREROS,Erebia,rossii,Ross' Alpine,SF-SATY,SUBFAMILY
ERETHE,Erebia,theano,Theano Alpine,SF-SATY,SUBFAMILY
EREVID,Erebia,vidleri,Vidler's Alpine,SF-SATY,SUBFAMILY
HERSOS,Hermeuptychia,sosybius,Carolina Satyr,SF-SATY,SUBFAMILY
MEGICYM,Megisto,cymela,Little Wood-Satyr,SF-SATY,SUBFAMILY
MEGIRUB,Megisto,rubricata,Red Satyr,SF-SATY,SUBFAMILY
NEOMRID,Neominois,ridingsii,Ridings' Satyr,SF-SATY,SUBFAMILY
NEONARE,Neonympha,areolata,Georgia Satyr,SF-SATY,SUBFAMILY
NEONMIT,Neonympha,mitchellii,Mitchell's Satyr,SF-SATY,SUBFAMILY
OENALB,Oeneis,alberta,Alberta Arctic,SF-SATY,SUBFAMILY
OENALP,Oeneis,alpina,Sentinel Arctic,SF-SATY,SUBFAMILY
OENCHR,Oeneis,chryxus,Chryxus Arctic,SF-SATY,SUBFAMILY
OENCHR,Oeneis,chryxus,Brown' Chryxus Arctic,SF-SATY,SUBFAMILY
OENCHR,Oeneis,chryxus,'California' Chryxus Arctic,SF-SATY,SUBFAMILY
OENJUT,Oeneis,jutta,Jutta Arctic,SF-SATY,SUBFAMILY
OENMAC,Oeneis,macounii,Macoun's Arctic,SF-SATY,SUBFAMILY
OENMEL,Oeneis,melissa,Melissa Arctic,SF-SATY,SUBFAMILY
OENNEV,Oeneis,nevadensis,Great Arctic,SF-SATY,SUBFAMILY
OENPOL,Oeneis,polixenes,Polixenes Arctic,SF-SATY,SUBFAMILY
OENROS,Oeneis,rosovi,Early Arctic,SF-SATY,SUBFAMILY
OENTAY,Oeneis,taygete,White-veined Arctic,SF-SATY,SUBFAMILY
OENUHL,Oeneis,uhleri,Uhler's Arctic,SF-SATY,SUBFAMILY
PARALL,Paramacera,allyni,Pine Satyr,SF-SATY,SUBFAMILY
SATYAPP,Satyrodes,appalachia,Appalachian Brown,SF-SATY,SUBFAMILY
SATYEUR,Satyrodes,eurydice,Eyed Brown,SF-SATY,SUBFAMILY
SYRPAT,Gyrocheilus,patrobas,Red-bordered Satyr,SF-SATY,SUBFAMILY
ALLSTR,Allosmaitia,strophius,Strophius Hairstreak,SF-THEC,SUBFAMILY
ARAJAD,Arawacus,jada,Creamy Stripe-streak,SF-THEC,SUBFAMILY
ATLHAL,Atlides,halesus,Great Purple Hairstreak,SF-THEC,SUBFAMILY
CALLAUG,Callophrys,augustinus,Brown Elfin,SF-THEC,SUBFAMILY
CALLDUM,Callophrys,dumetorum,Bramble Hairstreak,SF-THEC,SUBFAMILY
CALLDUM,Callophrys,dumetorum,Bramble' Bramble Hairstreak,SF-THEC,SUBFAMILY
CALLDUM,Callophrys,dumetorum,'Coastal' Bramble Hairstreak,SF-THEC,SUBFAMILY
CALLDUM,Callophrys,dumetorum,Canyon' Bramble Hairstreak,SF-THEC,SUBFAMILY
CALLDUM,Callophrys,dumetorum,Immaculate' Bramble Hairstreak,SF-THEC,SUBFAMILY
CALLERY,Callophrys,eryphon,Western Pine Elfin,SF-THEC,SUBFAMILY
CALLFOT,Callophrys,fotis,Desert Elfin,SF-THEC,SUBFAMILY
CALLGRY,Callophrys,gryneus,Juniper Hairstreak,SF-THEC,SUBFAMILY
CALLGRY,Callophrys,gryneus,Olive' Juniper Hairstreak,SF-THEC,SUBFAMILY
CALLGRY,Callophrys,gryneus,Sweadner's' Juniper Hairstreak,SF-THEC,SUBFAMILY
CALLGRY,Callophrys,gryneus,Siva' Juniper Hairstreak,SF-THEC,SUBFAMILY
CALLGRY,Callophrys,gryneus,Nelson's' Juniper Hairstreak,SF-THEC,SUBFAMILY
CALLGRY,Callophrys,gryneus,Muir's' Juniper Hairstreak,SF-THEC,SUBFAMILY
CALLGRY,Callophrys,gryneus,Loki' Juniper Hairstreak,SF-THEC,SUBFAMILY
CALLGRY,Callophrys,gryneus,'Thorne's' Juniper Hairstreak,SF-THEC,SUBFAMILY
CALLHEN,Callophrys,henrici,Henry's Elfin,SF-THEC,SUBFAMILY
CALLHES,Callophrys,hesseli,Hessel's Hairstreak,SF-THEC,SUBFAMILY
CALLIRU,Callophrys,irus,Frosted Elfin,SF-THEC,SUBFAMILY
CALLJOH,Callophrys,johnsoni,Johnson's Hairstreak,SF-THEC,SUBFAMILY
CALLLAN,Callophrys,lanoraieensis,Bog Elfin,SF-THEC,SUBFAMILY
CALLMCF,Callophrys,mcfarlandi,Sandia Hairstreak,SF-THEC,SUBFAMILY
CALLMOS,Callophrys,mossii,Moss' Elfin,SF-THEC,SUBFAMILY
CALLNIP,Callophrys,niphon,Eastern Pine Elfin,SF-THEC,SUBFAMILY
CALLPOL,Callophrys,polios,Hoary Elfin,SF-THEC,SUBFAMILY
CALLSHE,Callophrys,sheridanii,Sheridan's Hairstreak,SF-THEC,SUBFAMILY
CALLSHE,Callophrys,sheridanii,'White-lined' Sheridan's Hairstreak,SF-THEC,SUBFAMILY
CALLSHE,Callophrys,sheridanii,'Desert' Sheridan's Hairstreak,SF-THEC,SUBFAMILY
CALLSHE,Callophrys,sheridanii,Alpine' Sheridan's Hairstreak,SF-THEC,SUBFAMILY
CALLSPI,Callophrys,spinetorum,Thicket Hairstreak,SF-THEC,SUBFAMILY
CALLXAM,Callophrys,xami,Xami Hairstreak,SF-THEC,SUBFAMILY
CALYCEC,Calycopis,cecrops,Red-banded Hairstreak,SF-THEC,SUBFAMILY
CALYISO,Calycopis,isobeon,Dusky-blue Groundstreak,SF-THEC,SUBFAMILY
CHLMAE,Chlorostrymon,maesites,Amethyst Hairstreak,SF-THEC,SUBFAMILY
CHLSIM,Chlorostrymon,simaethis,Silver-banded Hairstreak,SF-THEC,SUBFAMILY
CHLTEL,Chlorostrymon,telea,Telea Hairstreak,SF-THEC,SUBFAMILY
CYAGOO,Cyanophrys,goodsoni,Goodson's Greenstreak,SF-THEC,SUBFAMILY
CYAHER,Cyanophrys,herodotus,Tropical Greenstreak,SF-THEC,SUBFAMILY
CYAMIS,Cyanophrys,miserabilis,Clench's Greenstreak,SF-THEC,SUBFAMILY
ELEANG,Electrostrymon,angelia,Fulvous Hairstreak,SF-THEC,SUBFAMILY
ELECAN,Electrostrymon,canus,Muted Hairstreak,SF-THEC,SUBFAMILY
ELESAN,Electrostrymon,sangala,Ruddy Hairstreak,SF-THEC,SUBFAMILY
EROLAE,Erora,laeta,Early Hairstreak,SF-THEC,SUBFAMILY
EROQUA,Erora,quaderna,Arizona Hairstreak,SF-THEC,SUBFAMILY
EUMATA,Eumaeus,atala,Atala,SF-THEC,SUBFAMILY
HABGRU,Habrodais,grunus,Golden Hairstreak,SF-THEC,SUBFAMILY
HYPSCRI,Hypostrymon,critola,Sonoran Hairstreak,SF-THEC,SUBFAMILY
HYPUCRY,Hypaurotis,crysalus,Colorado Hairstreak,SF-THEC,SUBFAMILY
MINIAZI,Ministrymon,azia,Gray Ministreak,SF-THEC,SUBFAMILY
MINICLY,Ministrymon,clytie,Clytie Ministreak,SF-THEC,SUBFAMILY
MINILED,Ministrymon,leda,Leda Ministreak,SF-THEC,SUBFAMILY
OCAOCR,Ocaria,ocrisia,Black Hairstreak,SF-THEC,SUBFAMILY
OENOORT,Oenomaus,ortygnus,Aquamarine Hairstreak,SF-THEC,SUBFAMILY
PARRMAL,Parrhasius,m-album,White M Hairstreak,SF-THEC,SUBFAMILY
PHAALC,Phaeostrymon,alcestis,Soapberry Hairstreak,SF-THEC,SUBFAMILY
REKMAR,Rekoa,marius,Marius Hairstreak,SF-THEC,SUBFAMILY
REKPAL,Rekoa,palegon,Gold-bordered Hairstreak,SF-THEC,SUBFAMILY
SATACA,Satyrium,acadica,Acadian Hairstreak,SF-THEC,SUBFAMILY
SATAUR,Satyrium,auretorum,Gold-hunter's Hairstreak,SF-THEC,SUBFAMILY
SATBEH,Satyrium,behrii,Behr's Hairstreak,SF-THEC,SUBFAMILY
SATCA1,Satyrium,calanus,Banded Hairstreak,SF-THEC,SUBFAMILY
SATCA2,Satyrium,californica,California Hairstreak,SF-THEC,SUBFAMILY
SATCA3,Satyrium,caryaevorum,Hickory Hairstreak,SF-THEC,SUBFAMILY
SATEDW,Satyrium,edwardsii,Edwards' Hairstreak,SF-THEC,SUBFAMILY
SATFAV,Satyrium,favonius,Oak Hairstreak,SF-THEC,SUBFAMILY
SATFAV,Satyrium,favonius,Southern' Oak Hairstreak,SF-THEC,SUBFAMILY
SATFAV,Satyrium,favonius,Northern' Oak Hairstreak,SF-THEC,SUBFAMILY
SATFUL,Satyrium,fulginosa,Sooty Hairstreak,SF-THEC,SUBFAMILY
SATILA,Satyrium,ilavia,Ilavia Hairstreak,SF-THEC,SUBFAMILY
SATKIN,Satyrium,kingi,King's Hairstreak,SF-THEC,SUBFAMILY
SATLIP,Satyrium,liparops,Striped Hairstreak,SF-THEC,SUBFAMILY
SATPOL,Satyrium,polingi,Poling's Hairstreak,SF-THEC,SUBFAMILY
SATSAE,Satyrium,saepium,Hedgerow Hairstreak,SF-THEC,SUBFAMILY
SATSYL,Satyrium,sylvinus,Sylvan Hairstreak,SF-THEC,SUBFAMILY
SATTET,Satyrium,tetra,Mountain Mahogany Hairstreak,SF-THEC,SUBFAMILY
SATTIT,Satyrium,titus,Coral Hairstreak,SF-THEC,SUBFAMILY
SIDTEP,Siderus,tephraeus,Pearly-gray Hairstreak,SF-THEC,SUBFAMILY
STRACI,Strymon,acis,Bartram's Scrub-Hairstreak,SF-THEC,SUBFAMILY
STRALB,Strymon,albata,White Scrub-Hairstreak,SF-THEC,SUBFAMILY
STRALE,Strymon,alea,Lacey's Scrub-Hairstreak,SF-THEC,SUBFAMILY
STRAVA,Strymon,avalona,Avalon Scrub-Hairstreak,SF-THEC,SUBFAMILY
STRBAZ,Strymon,bazochii,Lantana Scrub-Hairstreak,SF-THEC,SUBFAMILY
STRBEB,Strymon,bebrycia,Red-lined Scrub-Hairstreak,SF-THEC,SUBFAMILY
STRCES,Strymon,cestri,Tailless Scrub-Hairstreak,SF-THEC,SUBFAMILY
STRIST,Strymon,istapa,Mallow Scrub-Hairstreak,SF-THEC,SUBFAMILY
STRLIM,Strymon,limenia,Disguised Scrub-Hairstreak,SF-THEC,SUBFAMILY
STRMAR,Strymon,martialis,Martial Scrub-Hairstreak,SF-THEC,SUBFAMILY
STRMEL,Strymon,melinus,Gray Hairstreak,SF-THEC,SUBFAMILY
STRRUF,Strymon,rufofusca,Red-crescent Scrub-Hairstreak,SF-THEC,SUBFAMILY
STRSER,Strymon,serapio,Bromeliad Scrub-Hairstreak,SF-THEC,SUBFAMILY
STRYOJ,Strymon,yojoa,Yojoa Scrub-Hairstreak,SF-THEC,SUBFAMILY
TMOECH,Tmolus,echion,Red-spotted Hairstreak,SF-THEC,SUBFAMILY
APOHEP,Apodemia,hepburni,Hepburn's Metalmark,F-HESP,FAMILY
APOMOR,Apodemia,mormo,Mormon Metalmark,F-HESP,FAMILY
APOMUL,Apodemia,multiplaga,Narrow-winged Metalmark,F-HESP,FAMILY
APONAI,Apodemia,nais,Nais Metalmark,F-HESP,FAMILY
APONAI,Apodemia,nais,'Nais' Nais Metalmark,F-HESP,FAMILY
APONAI,Apodemia,nais,'Chisos' Nais Metalmark,F-HESP,FAMILY
APOPAL,Apodemia,palmeri,Palmer's Metalmark,F-HESP,FAMILY
APOPHY,Apodemia,phyciodoides,Crescent Metalmark,F-HESP,FAMILY
APOWAL,Apodemia,walkeri,Walker's Metalmark,F-HESP,FAMILY
CALARI,Calephelis,arizonensis,Arizona Metalmark,F-HESP,FAMILY
CALBOR,Calephelis,borealis,Northern Metalmark,F-HESP,FAMILY
CALMUT,Calephelis,mutica,Swamp Metalmark,F-HESP,FAMILY
CALNEM,Calephelis,nemesis,Fatal Metalmark,F-HESP,FAMILY
CALPER,Calephelis,perditalis,Rounded Metalmark,F-HESP,FAMILY
CALRAW,Calephelis,rawsoni,Rawson's Metalmark,F-HESP,FAMILY
CALRAW,Calephelis,rawsoni,'Rawson's' Rawson's Metalmark,F-HESP,FAMILY
CALRAW,Calephelis,rawsoni,'Freeman's' Rawson's Metalmark,F-HESP,FAMILY
CALVIR,Calephelis,virginiensis,Little Metalmark,F-HESP,FAMILY
CALWRI,Calephelis,wrighti,Wright's Metalmark,F-HESP,FAMILY
CARINO,Caria,ino,Red-bordered Metalmark,F-HESP,FAMILY
EMEARE,Emesis,ares,Ares Metalmark,F-HESP,FAMILY
EMEEME,Emesis,emesia,Curve-winged Metalmark,F-HESP,FAMILY
EMETEN,Emesis,tenedia,Falcate Metalmark,F-HESP,FAMILY
EMEZEL,Emesis,zela,Zela Metalmark,F-HESP,FAMILY
LASSUL,Lasaia,sula,Blue Metalmark,F-HESP,FAMILY
MELPIX,Melanis,pixe,Red-bordered Pixie,F-HESP,FAMILY
GREMOR,Greta,morgane,Thick-tipped Greta,F-HESP,FAMILY
ITADEM,Itaballia,demophile,Cross-barred White,F-HESP,FAMILY
TEMLAO,Temenis,laothoe,Orange Banner,F-HESP,FAMILY
ZIEGUZ,Ziegleria,guzanta,Orange-crescent Groundstreak,F-HESP,FAMILY
BIEZON,Baeotis,zonata,Bumble Bee Metalmark,F-HESP,FAMILY
ACHLPAL,Achlyodes,pallida,Pale Sicklewing,F-HESP,FAMILY
POMPOM,Pompeius,pompeius,Common Glassywing,F-HESP,FAMILY
RHEARC,Rhetus,arcius,Sword-tailed Beautymark,F-HESP,FAMILY
MELLIL,Melinaea,lilis,Heliconoid Ticlear,F-HESP,FAMILY
APOHEP,Apodemia,hepburni,Hepburn's Metalmark,F-LYCA,FAMILY
APOMOR,Apodemia,mormo,Mormon Metalmark,F-LYCA,FAMILY
APOMUL,Apodemia,multiplaga,Narrow-winged Metalmark,F-LYCA,FAMILY
APONAI,Apodemia,nais,Nais Metalmark,F-LYCA,FAMILY
APONAI,Apodemia,nais,'Nais' Nais Metalmark,F-LYCA,FAMILY
APONAI,Apodemia,nais,'Chisos' Nais Metalmark,F-LYCA,FAMILY
APOPAL,Apodemia,palmeri,Palmer's Metalmark,F-LYCA,FAMILY
APOPHY,Apodemia,phyciodoides,Crescent Metalmark,F-LYCA,FAMILY
APOWAL,Apodemia,walkeri,Walker's Metalmark,F-LYCA,FAMILY
CALARI,Calephelis,arizonensis,Arizona Metalmark,F-LYCA,FAMILY
CALBOR,Calephelis,borealis,Northern Metalmark,F-LYCA,FAMILY
CALMUT,Calephelis,mutica,Swamp Metalmark,F-LYCA,FAMILY
CALNEM,Calephelis,nemesis,Fatal Metalmark,F-LYCA,FAMILY
CALPER,Calephelis,perditalis,Rounded Metalmark,F-LYCA,FAMILY
CALRAW,Calephelis,rawsoni,Rawson's Metalmark,F-LYCA,FAMILY
CALRAW,Calephelis,rawsoni,'Rawson's' Rawson's Metalmark,F-LYCA,FAMILY
CALRAW,Calephelis,rawsoni,'Freeman's' Rawson's Metalmark,F-LYCA,FAMILY
CALVIR,Calephelis,virginiensis,Little Metalmark,F-LYCA,FAMILY
CALWRI,Calephelis,wrighti,Wright's Metalmark,F-LYCA,FAMILY
CARINO,Caria,ino,Red-bordered Metalmark,F-LYCA,FAMILY
EMEARE,Emesis,ares,Ares Metalmark,F-LYCA,FAMILY
EMEEME,Emesis,emesia,Curve-winged Metalmark,F-LYCA,FAMILY
EMETEN,Emesis,tenedia,Falcate Metalmark,F-LYCA,FAMILY
EMEZEL,Emesis,zela,Zela Metalmark,F-LYCA,FAMILY
LASSUL,Lasaia,sula,Blue Metalmark,F-LYCA,FAMILY
MELPIX,Melanis,pixe,Red-bordered Pixie,F-LYCA,FAMILY
GREMOR,Greta,morgane,Thick-tipped Greta,F-LYCA,FAMILY
ITADEM,Itaballia,demophile,Cross-barred White,F-LYCA,FAMILY
TEMLAO,Temenis,laothoe,Orange Banner,F-LYCA,FAMILY
ZIEGUZ,Ziegleria,guzanta,Orange-crescent Groundstreak,F-LYCA,FAMILY
BIEZON,Baeotis,zonata,Bumble Bee Metalmark,F-LYCA,FAMILY
ACHLPAL,Achlyodes,pallida,Pale Sicklewing,F-LYCA,FAMILY
POMPOM,Pompeius,pompeius,Common Glassywing,F-LYCA,FAMILY
RHEARC,Rhetus,arcius,Sword-tailed Beautymark,F-LYCA,FAMILY
MELLIL,Melinaea,lilis,Heliconoid Ticlear,F-LYCA,FAMILY
APOHEP,Apodemia,hepburni,Hepburn's Metalmark,F-NYMP,FAMILY
APOMOR,Apodemia,mormo,Mormon Metalmark,F-NYMP,FAMILY
APOMUL,Apodemia,multiplaga,Narrow-winged Metalmark,F-NYMP,FAMILY
APONAI,Apodemia,nais,Nais Metalmark,F-NYMP,FAMILY
APONAI,Apodemia,nais,'Nais' Nais Metalmark,F-NYMP,FAMILY
APONAI,Apodemia,nais,'Chisos' Nais Metalmark,F-NYMP,FAMILY
APOPAL,Apodemia,palmeri,Palmer's Metalmark,F-NYMP,FAMILY
APOPHY,Apodemia,phyciodoides,Crescent Metalmark,F-NYMP,FAMILY
APOWAL,Apodemia,walkeri,Walker's Metalmark,F-NYMP,FAMILY
CALARI,Calephelis,arizonensis,Arizona Metalmark,F-NYMP,FAMILY
CALBOR,Calephelis,borealis,Northern Metalmark,F-NYMP,FAMILY
CALMUT,Calephelis,mutica,Swamp Metalmark,F-NYMP,FAMILY
CALNEM,Calephelis,nemesis,Fatal Metalmark,F-NYMP,FAMILY
CALPER,Calephelis,perditalis,Rounded Metalmark,F-NYMP,FAMILY
CALRAW,Calephelis,rawsoni,Rawson's Metalmark,F-NYMP,FAMILY
CALRAW,Calephelis,rawsoni,'Rawson's' Rawson's Metalmark,F-NYMP,FAMILY
CALRAW,Calephelis,rawsoni,'Freeman's' Rawson's Metalmark,F-NYMP,FAMILY
CALVIR,Calephelis,virginiensis,Little Metalmark,F-NYMP,FAMILY
CALWRI,Calephelis,wrighti,Wright's Metalmark,F-NYMP,FAMILY
CARINO,Caria,ino,Red-bordered Metalmark,F-NYMP,FAMILY
EMEARE,Emesis,ares,Ares Metalmark,F-NYMP,FAMILY
EMEEME,Emesis,emesia,Curve-winged Metalmark,F-NYMP,FAMILY
EMETEN,Emesis,tenedia,Falcate Metalmark,F-NYMP,FAMILY
EMEZEL,Emesis,zela,Zela Metalmark,F-NYMP,FAMILY
LASSUL,Lasaia,sula,Blue Metalmark,F-NYMP,FAMILY
MELPIX,Melanis,pixe,Red-bordered Pixie,F-NYMP,FAMILY
GREMOR,Greta,morgane,Thick-tipped Greta,F-NYMP,FAMILY
ITADEM,Itaballia,demophile,Cross-barred White,F-NYMP,FAMILY
TEMLAO,Temenis,laothoe,Orange Banner,F-NYMP,FAMILY
ZIEGUZ,Ziegleria,guzanta,Orange-crescent Groundstreak,F-NYMP,FAMILY
BIEZON,Baeotis,zonata,Bumble Bee Metalmark,F-NYMP,FAMILY
ACHLPAL,Achlyodes,pallida,Pale Sicklewing,F-NYMP,FAMILY
POMPOM,Pompeius,pompeius,Common Glassywing,F-NYMP,FAMILY
RHEARC,Rhetus,arcius,Sword-tailed Beautymark,F-NYMP,FAMILY
MELLIL,Melinaea,lilis,Heliconoid Ticlear,F-NYMP,FAMILY
APOHEP,Apodemia,hepburni,Hepburn's Metalmark,F-PAPI,FAMILY
APOMOR,Apodemia,mormo,Mormon Metalmark,F-PAPI,FAMILY
APOMUL,Apodemia,multiplaga,Narrow-winged Metalmark,F-PAPI,FAMILY
APONAI,Apodemia,nais,Nais Metalmark,F-PAPI,FAMILY
APONAI,Apodemia,nais,'Nais' Nais Metalmark,F-PAPI,FAMILY
APONAI,Apodemia,nais,'Chisos' Nais Metalmark,F-PAPI,FAMILY
APOPAL,Apodemia,palmeri,Palmer's Metalmark,F-PAPI,FAMILY
APOPHY,Apodemia,phyciodoides,Crescent Metalmark,F-PAPI,FAMILY
APOWAL,Apodemia,walkeri,Walker's Metalmark,F-PAPI,FAMILY
CALARI,Calephelis,arizonensis,Arizona Metalmark,F-PAPI,FAMILY
CALBOR,Calephelis,borealis,Northern Metalmark,F-PAPI,FAMILY
CALMUT,Calephelis,mutica,Swamp Metalmark,F-PAPI,FAMILY
CALNEM,Calephelis,nemesis,Fatal Metalmark,F-PAPI,FAMILY
CALPER,Calephelis,perditalis,Rounded Metalmark,F-PAPI,FAMILY
CALRAW,Calephelis,rawsoni,Rawson's Metalmark,F-PAPI,FAMILY
CALRAW,Calephelis,rawsoni,'Rawson's' Rawson's Metalmark,F-PAPI,FAMILY
CALRAW,Calephelis,rawsoni,'Freeman's' Rawson's Metalmark,F-PAPI,FAMILY
CALVIR,Calephelis,virginiensis,Little Metalmark,F-PAPI,FAMILY
CALWRI,Calephelis,wrighti,Wright's Metalmark,F-PAPI,FAMILY
CARINO,Caria,ino,Red-bordered Metalmark,F-PAPI,FAMILY
EMEARE,Emesis,ares,Ares Metalmark,F-PAPI,FAMILY
EMEEME,Emesis,emesia,Curve-winged Metalmark,F-PAPI,FAMILY
EMETEN,Emesis,tenedia,Falcate Metalmark,F-PAPI,FAMILY
EMEZEL,Emesis,zela,Zela Metalmark,F-PAPI,FAMILY
LASSUL,Lasaia,sula,Blue Metalmark,F-PAPI,FAMILY
MELPIX,Melanis,pixe,Red-bordered Pixie,F-PAPI,FAMILY
GREMOR,Greta,morgane,Thick-tipped Greta,F-PAPI,FAMILY
ITADEM,Itaballia,demophile,Cross-barred White,F-PAPI,FAMILY
TEMLAO,Temenis,laothoe,Orange Banner,F-PAPI,FAMILY
ZIEGUZ,Ziegleria,guzanta,Orange-crescent Groundstreak,F-PAPI,FAMILY
BIEZON,Baeotis,zonata,Bumble Bee Metalmark,F-PAPI,FAMILY
ACHLPAL,Achlyodes,pallida,Pale Sicklewing,F-PAPI,FAMILY
POMPOM,Pompeius,pompeius,Common Glassywing,F-PAPI,FAMILY
RHEARC,Rhetus,arcius,Sword-tailed Beautymark,F-PAPI,FAMILY
MELLIL,Melinaea,lilis,Heliconoid Ticlear,F-PAPI,FAMILY
APOHEP,Apodemia,hepburni,Hepburn's Metalmark,F-PIER,FAMILY
APOMOR,Apodemia,mormo,Mormon Metalmark,F-PIER,FAMILY
APOMUL,Apodemia,multiplaga,Narrow-winged Metalmark,F-PIER,FAMILY
APONAI,Apodemia,nais,Nais Metalmark,F-PIER,FAMILY
APONAI,Apodemia,nais,'Nais' Nais Metalmark,F-PIER,FAMILY
APONAI,Apodemia,nais,'Chisos' Nais Metalmark,F-PIER,FAMILY
APOPAL,Apodemia,palmeri,Palmer's Metalmark,F-PIER,FAMILY
APOPHY,Apodemia,phyciodoides,Crescent Metalmark,F-PIER,FAMILY
APOWAL,Apodemia,walkeri,Walker's Metalmark,F-PIER,FAMILY
CALARI,Calephelis,arizonensis,Arizona Metalmark,F-PIER,FAMILY
CALBOR,Calephelis,borealis,Northern Metalmark,F-PIER,FAMILY
CALMUT,Calephelis,mutica,Swamp Metalmark,F-PIER,FAMILY
CALNEM,Calephelis,nemesis,Fatal Metalmark,F-PIER,FAMILY
CALPER,Calephelis,perditalis,Rounded Metalmark,F-PIER,FAMILY
CALRAW,Calephelis,rawsoni,Rawson's Metalmark,F-PIER,FAMILY
CALRAW,Calephelis,rawsoni,'Rawson's' Rawson's Metalmark,F-PIER,FAMILY
CALRAW,Calephelis,rawsoni,'Freeman's' Rawson's Metalmark,F-PIER,FAMILY
CALVIR,Calephelis,virginiensis,Little Metalmark,F-PIER,FAMILY
CALWRI,Calephelis,wrighti,Wright's Metalmark,F-PIER,FAMILY
CARINO,Caria,ino,Red-bordered Metalmark,F-PIER,FAMILY
EMEARE,Emesis,ares,Ares Metalmark,F-PIER,FAMILY
EMEEME,Emesis,emesia,Curve-winged Metalmark,F-PIER,FAMILY
EMETEN,Emesis,tenedia,Falcate Metalmark,F-PIER,FAMILY
EMEZEL,Emesis,zela,Zela Metalmark,F-PIER,FAMILY
LASSUL,Lasaia,sula,Blue Metalmark,F-PIER,FAMILY
MELPIX,Melanis,pixe,Red-bordered Pixie,F-PIER,FAMILY
GREMOR,Greta,morgane,Thick-tipped Greta,F-PIER,FAMILY
ITADEM,Itaballia,demophile,Cross-barred White,F-PIER,FAMILY
TEMLAO,Temenis,laothoe,Orange Banner,F-PIER,FAMILY
ZIEGUZ,Ziegleria,guzanta,Orange-crescent Groundstreak,F-PIER,FAMILY
BIEZON,Baeotis,zonata,Bumble Bee Metalmark,F-PIER,FAMILY
ACHLPAL,Achlyodes,pallida,Pale Sicklewing,F-PIER,FAMILY
POMPOM,Pompeius,pompeius,Common Glassywing,F-PIER,FAMILY
RHEARC,Rhetus,arcius,Sword-tailed Beautymark,F-PIER,FAMILY
MELLIL,Melinaea,lilis,Heliconoid Ticlear,F-PIER,FAMILY
APOHEP,Apodemia,hepburni,Hepburn's Metalmark,F-RIOD,FAMILY
APOMOR,Apodemia,mormo,Mormon Metalmark,F-RIOD,FAMILY
APOMUL,Apodemia,multiplaga,Narrow-winged Metalmark,F-RIOD,FAMILY
APONAI,Apodemia,nais,Nais Metalmark,F-RIOD,FAMILY
APONAI,Apodemia,nais,'Nais' Nais Metalmark,F-RIOD,FAMILY
APONAI,Apodemia,nais,'Chisos' Nais Metalmark,F-RIOD,FAMILY
APOPAL,Apodemia,palmeri,Palmer's Metalmark,F-RIOD,FAMILY
APOPHY,Apodemia,phyciodoides,Crescent Metalmark,F-RIOD,FAMILY
APOWAL,Apodemia,walkeri,Walker's Metalmark,F-RIOD,FAMILY
CALARI,Calephelis,arizonensis,Arizona Metalmark,F-RIOD,FAMILY
CALBOR,Calephelis,borealis,Northern Metalmark,F-RIOD,FAMILY
CALMUT,Calephelis,mutica,Swamp Metalmark,F-RIOD,FAMILY
CALNEM,Calephelis,nemesis,Fatal Metalmark,F-RIOD,FAMILY
CALPER,Calephelis,perditalis,Rounded Metalmark,F-RIOD,FAMILY
CALRAW,Calephelis,rawsoni,Rawson's Metalmark,F-RIOD,FAMILY
CALRAW,Calephelis,rawsoni,'Rawson's' Rawson's Metalmark,F-RIOD,FAMILY
CALRAW,Calephelis,rawsoni,'Freeman's' Rawson's Metalmark,F-RIOD,FAMILY
CALVIR,Calephelis,virginiensis,Little Metalmark,F-RIOD,FAMILY
CALWRI,Calephelis,wrighti,Wright's Metalmark,F-RIOD,FAMILY
CARINO,Caria,ino,Red-bordered Metalmark,F-RIOD,FAMILY
EMEARE,Emesis,ares,Ares Metalmark,F-RIOD,FAMILY
EMEEME,Emesis,emesia,Curve-winged Metalmark,F-RIOD,FAMILY
EMETEN,Emesis,tenedia,Falcate Metalmark,F-RIOD,FAMILY
EMEZEL,Emesis,zela,Zela Metalmark,F-RIOD,FAMILY
LASSUL,Lasaia,sula,Blue Metalmark,F-RIOD,FAMILY
MELPIX,Melanis,pixe,Red-bordered Pixie,F-RIOD,FAMILY
GREMOR,Greta,morgane,Thick-tipped Greta,F-RIOD,FAMILY
ITADEM,Itaballia,demophile,Cross-barred White,F-RIOD,FAMILY
TEMLAO,Temenis,laothoe,Orange Banner,F-RIOD,FAMILY
ZIEGUZ,Ziegleria,guzanta,Orange-crescent Groundstreak,F-RIOD,FAMILY
BIEZON,Baeotis,zonata,Bumble Bee Metalmark,F-RIOD,FAMILY
ACHLPAL,Achlyodes,pallida,Pale Sicklewing,F-RIOD,FAMILY
POMPOM,Pompeius,pompeius,Common Glassywing,F-RIOD,FAMILY
RHEARC,Rhetus,arcius,Sword-tailed Beautymark,F-RIOD,FAMILY
MELLIL,Melinaea,lilis,Heliconoid Ticlear,F-RIOD,FAMILY
COLEU1,Colias,eurydice,California Dogface,C-COL,COMPLEX
COLPHI,Colias,philodice,Clouded Sulphur,C-COL,COMPLEX
